phulkapi,	ফুলকাপি,	ফুলকপি,	
uporostho,	উপরস্থ,	উপরস্থ,	
santoshe,	সা্তোসে,	সন্তোষে,	
nirbachoker,	নির্বাচকের,	নির্বাচকের,	
laaz,	লাজ,	লাজ,	
tecnokryat,	টেকনক্্যাট,	টেকনোক্র্যাট,	
nottee,	নটি,	নোটটি,	
tintikey,	তিনটিকে,	তিনটিকে,	
baarder,	বার্ডের,	বার্ডের,	
moddhyoshtho,	মধ্যস্থ,	মধ্যস্থ,	
shrabastee,	শ্রবস্টি,	শ্রাবস্তী,	
ganosochetonota,	গণসচ্তনতা,	গণসচেতনতা,	
satjoner,	সতজনের,	সাতজনের,	
jaanar,	জানার,	জানার,	
verma,	ভার্ম,	ভার্মা,	
drishyogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
bisringkhola,	বিশৃঙ্খলা,	বিশৃঙ্খলা,	
dharai,	ধারাই,	ধারাই,	
pooshteer,	পুস্তির,	পুষ্টির,	
brek,	ব্রেক,	ব্রেক,	
asirbad,	আশীর্বাদ,	আশির্বাদ,	
prodiip,	প্রদীব,	প্রদীপ,	
sitting,	সিটিং,	সিটিং,	
dormitoree,	দর্মিতরী,	ডরমিটরি,	
mautke,	মতকে,	মতকে,	
everest,	ইভারেস্ট,	এভারেস্টে,	
kattor,	কাট্তর,	কট্টর,	
tikta,	টিকটা,	তিক্ত,	
anyarup,	অন্যরূপ,	অন্যরূপ,	
karlosh,	কার্লস,	কার্লোস,	
noitik,	নৈতিক,	নৈতিক,	
gavaskar,	গভাসকার,	গাভাস্কার,	
jacksonke,	জকসংকে,	জ্যাকসনকে,	
paare,	পারে,	পাড়ে,	
koordider,	কুর্দিদের,	কুর্দিদের,	
jotharthovabey,	যথার্থভাবে,	যথার্থভাবে,	
nathibhookteer,	নথিভুক্তির,	নথিভুক্তির,	
bhaandaar,	ভান্ডার,	ভাণ্ডার,	
obhishangson,	অভিসংসন,	অভিশংসন,	
bronjer,	ব্র্জের,	ব্রোঞ্জের,	
chhaai,	ছাই,	ছাই,	
siddhantey,	সিদ্ধান্তে,	সিদ্ধান্তে,	
prosadhaner,	প্রসাধানের,	প্রসাধনের,	
ajijur,	আজিজুর,	আজিজুর,	
abahon,	আবহহন,	আবাহন,	
kabutarer,	কবুটারের,	কবুতরের,	
texaser,	টেকসসের,	টেক্সাসের,	
planeti,	প্ল্যাটিটি,	প্লেনটি,	
parse,	পার্স,	পার্শ্বে,	
harj,	হার্জ,	হার্জ,	
shadena,	সাদেন,	সাডেন,	
chhooteete,	ছুটিতে,	ছুটিতে,	
aalkaatraa,	আলকাত্র,	আলকাতরা,	
vogno,	ভগ্ন,	ভগ্ন,	
baman,	বামান,	বামন,	
pleeta,	প্লেট,	প্লেট,	
choudhureer,	চৌধুরির,	চৌধুরীর,	
elakatike,	এলাকাতিকে,	এলাকাটিকে,	
eshiyatika,	এসিয়টিক,	এশিয়াটিক,	
shikarder,	সিকারদের,	শিকারদের,	
land,	ল্যান্ড,	ল্যান্ড,	
fanser,	ফাঁসের,	ফাঁসের,	
dephineshana,	ডেফিনেশন,	ডেফিনেশন,	
uponishod,	উপনিষদ,	উপনিষদ,	
hurricane,	হারিকেন,	হ্যারিকেন,	
itastata,	ইতাস্তত,	ইতস্ততঃ,	
elaakai,	এলাকাই,	এলাকাই,	
remacri,	রেমাক্রি,	রেমাক্রী,	
shefa,	সেফ,	শেফ,	
dweepkey,	দ্বীপকে,	দ্বীপকে,	
partho,	পার্থ,	পার্থ,	
bhyatikaner,	ভ্যাতিকনের,	ভ্যাটিকানের,	
kormokarke,	কর্মকর্কে,	কর্মকারকে,	
manober,	মনোবের,	মানবের,	
khelaphatey,	খেলাফাতে,	খেলাফতে,	
embed,	এম্বেড,	এম্বেড,	
ajeejer,	অজিজের,	আজিজের,	
easter,	ইস্টার,	ইস্টার,	
abarte,	আবর্তে,	আবর্তে,	
bibhonno,	বিভন্ন,	বিভন্ন,	
nirdeshika,	নির্দেশিকা,	নির্দেশিকা,	
eidhyaning,	এইধ্যাংিং,	ইদানীং,	
chhatke,	ছাটকে,	ছাতকে,	
vishwanath,	বিশ্বনাথ,	বিশ্বনাথ,	
bishshaasho,	বিশ্বাস,	বিশ্বাসও,	
aakik,	আকিক,	আকিক,	
nodike,	নদীকে,	নদীকে,	
marketey,	মার্কেটে,	মার্কেটে,	
fishing,	ফিশিং,	ফিসিং,	
teto,	তে,	তেতো,	
protizogiira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
ssteit,	স্টেইট,	স্টেইট,	
jathon,	যথন,	যথন,	
heemi,	হেমি,	হিমি,	
enginiiring,	এঞ্জিনির,	ইঞ্জিনিয়ারিং,	
bachhayi,	বাছাই,	বাছাই,	
sahab,	সাহাব,	সাহাব,	
pachhen,	পাঁচে,	পাচ্ছেন,	
eoki,	এওকি,	এওকি,	
abhishangson,	অভিসংসন,	অভিশংসন,	
mitrao,	মিত্রাও,	মিত্রও,	
bojhaao,	বোঝাও,	বোঝাও,	
zojjyota,	যোজ্যতা,	যোজ্যতা,	
juktorastrosoho,	যুক্তরাস্ট্রসহ,	যুক্তরাষ্ট্রসহ,	
lutherana,	লুঠারন,	লুথেরান,	
meg,	মেগ,	মেগ,	
jibonnogor,	জীবন্গগর,	জীবননগর,	
doover,	দুভার,	ডোভার,	
ssikkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
siitei,	সীতেই,	শীতেই,	
istoon,	ইষ্টুন,	স্টোন,	
sachetanvabe,	সচেতানভাবে,	সচেতনভাবে,	
somratra,	সম্রাত্র,	সম্রাটরা,	
marmara,	মার্মার,	মারমারা,	
phirth,	ফার্থ,	ফার্থ,	
rohasyer,	রহস্যের,	রহস্যের,	
jwaluk,	জ্বালুক,	জ্বলুক,	
roopdan,	রূপদান,	রুপদান,	
byabaharkareeke,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
shikkhakbrindo,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
uporzon,	উপরজন,	উপার্জন,	
pest,	পেস্ট,	পেষ্ট,	
karmokarke,	কর্মকর্কে,	কর্মকারকে,	
okritakarja,	অকৃতকর্য,	অকৃতকার্য,	
musalmankey,	মুসলমনকে,	মুসলমানকে,	
graambaasio,	গ্রামবাসীও,	গ্রামবাসীও,	
shhikha,	শিখা,	শিখ,	
chhidropothe,	ছিদ্রপথে,	ছিদ্রপথে,	
plane,	প্লেন,	প্লেন,	
bibader,	বিবাদের,	বিবাদের,	
shangstha,	সংস্থ,	সংস্থা,	
phix,	ফিক্স,	ফিক্স,	
dolguloo,	দলগুলো,	দলগুলোও,	
hoola,	হোল,	হোল,	
timathi,	তিমথি,	টিমোথি,	
bhittio,	ভিত্তিও,	ভিত্তিও,	
gabeshonagar,	গবেষণাগার,	গবেষনাগার,	
parkasa,	পার্কস,	পার্কস,	
shipa,	শিপা,	শিপ,	
ancholgoolote,	আঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
vault,	ওয়াল,	ভল্ট,	
yaak,	যক,	ইয়াক,	
vabuk,	ভাবুক,	ভাবুক,	
obheegomon,	অভিগোমন,	অভিগমন,	
lokhindare,	লক্ষিণদারে,	লখিন্দরের,	
majdur,	মজদুর,	মজদুর,	
daaktickete,	ডাক্তিকেতে,	ডাকটিকিটে,	
esoosiyetasa,	এসোসিয়েটস,	এসোসিয়েটস,	
melobborner,	মেলবর্নের,	মেলবোর্নের,	
byabaharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
neurolojy,	নিউরোলজি,	নিউরোলজি,	
umedpur,	উমেদপুর,	উমেদপুর,	
naneer,	নানীর,	নানীর,	
aakaabaar,	আকাবার,	আকাবার,	
ovarviu,	অভারভিউ,	ওভারভিউ,	
narider,	নারীদের,	নারীদের,	
gronthotikey,	গ্রন্থটিকে,	গ্রন্থটিকে,	
ingrejeeteo,	ইংরেজিতেও,	ইংরেজিতেও,	
shelim,	সেলিং,	সেলিম,	
kyandi,	ক্যান্ডি,	ক্যান্ডি,	
batsmanyi,	বৎসমণ্যী,	ব্যাটসম্যানই,	
bhabani,	ভবনী,	ভবানী,	
elaakaati,	এলাকাটি,	এলাকাটি,	
pathanirdeshona,	পাঠনির্দেশনা,	পথনির্দেশনা,	
deebug,	দিবুগ,	ডিবাগ,	
janachche,	জানাচ্ছে,	জানাচ্ছে,	
shodhon,	সোধন,	শোধন,	
jesh,	জেস,	জেস,	
gudamjato,	গুদমজাত,	গুদামজাত,	
basalt,	বসল্ট,	ব্যাসল্ট,	
cholochchitraeer,	চলচিত্রের,	চলচ্চিত্রের,	
highcommissionay,	হাইকমিশনে,	হাইকমিশনে,	
patjato,	পাতজাত,	পাটজাত,	
norton,	নর্তন,	নর্টন,	
kortaa,	করতা,	করতা,	
duckticket,	ডাক্তিকেট,	ডাকটিকিট,	
mohiboor,	মহিবুর,	মহিবুর,	
ajauno,	অযৌন,	অযৌন,	
alpa,	আল্প,	অল্প,	
dacope,	ডাকপে,	দাকোপ,	
mohibur,	মহিবুর,	মহিবুর,	
maradeho,	মারাদেহ,	মরদেহ,	
elakatikey,	এলাকাতিকে,	এলাকাটিকে,	
naobihar,	নৌবিহার,	নৌবিহার,	
dalu,	দালু,	ডালু,	
alngkoron,	অলংকরণ,	অলঙ্করণ,	
aalkaatra,	আলকাত্র,	আলকাতরা,	
korim,	করিম,	করিম,	
grambaasi,	গ্রামবাসী,	গ্রামবাসী,	
biswashwo,	বিশ্বস্বাস্ব,	বিশ্বাসও,	
gananatyo,	গণনাত্য,	গণনাট্য,	
fuda,	ফুড,	ফুড,	
phirti,	ফিরটি,	ফিরতি,	
byatikrami,	ব্যতিক্রমী,	ব্যতিক্রমী,	
sachetonbhabe,	সচেতনভাবে,	সচেতনভাবে,	
bodqa,	বদকা,	ভদকা,	
apargota,	অপর্গতা,	অপারগতা,	
satarkokari,	সতরককরী,	সতর্ককারী,	
marino,	মেরিনো,	মারিনো,	
deliver,	ডিলিভার,	ডেলিভার,	
dharer,	ধারের,	ধরের,	
greep,	গ্রিপ,	গ্রিপ,	
murad,	মুরদ,	মুরাদ,	
manob,	মানব,	মানব,	
brekethru,	ব্রেকেট্রু,	ব্রেকথ্রু,	
sookkho,	সূক্ষ্ম,	সুক্ষ্ম,	
masharraf,	মাশরররফ,	মশাররফ,	
meghkey,	মেঘকে,	মেঘকে,	
kousholgoto,	কৌশলগত,	কৌশলগত,	
puncho,	পুঁচ,	পুঞ্চ,	
munsi,	মুন্সী,	মুন্সী,	
ekoghoore,	একঘুরে,	একঘরে,	
alpakichudin,	অল্পকিছুদিন,	অল্পকিছুদিন,	
dimbacriti,	ডিম্বাকৃতি,	ডিম্বাকৃতি,	
maile,	মেল,	মাইলি,	
jeten,	যেতেন,	জেতেন,	
ponthaar,	পন্থার,	পন্থার,	
yaq,	যক,	ইয়াক,	
monmotho,	মনমথ,	মন্মথ,	
grauth,	গ্রাউথ,	গ্রোথ,	
onnkita,	অং্কিত,	অঙ্কিতা,	
laat,	লোট,	লাট,	
matorom,	মতোরম,	মাতরম,	
shobnom,	শবনম,	শবনম,	
post,	পোস্ট,	পোষ্ট,	
torcarir,	তরকারীর,	তরকারীর,	
meloonborroner,	মেলনবররের,	মেলবোর্নের,	
bhalobasen,	ভালোবাসেন,	ভালোবাসেন,	
naphisa,	নাফিস,	নাফিসা,	
romantik,	রোমান্তিক,	রোমান্টিক,	
dayra,	ডার,	ডেরা,	
licensing,	লিসেন্সিং,	লাইসেন্সিং,	
grambaseer,	গ্রামবাসীর,	গ্রামবাসীর,	
siqhar,	শিখর,	শিকার,	
piruzali,	পিরুজালি,	পিরুজালী,	
emeritus,	এমেরিটাস,	এমিরেটাস,	
udor,	উদর,	উদর,	
shukna,	শুকনা,	শুকনা,	
nikoter,	নিকটের,	নিকটের,	
olympik,	অলিমপিক,	অলিম্পিক,	
moofti,	মুফতী,	মুফতি,	
cholochchitrogulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
directarate,	ডিরেক্টরতে,	ডিরেক্টরেট,	
jatota,	যতটা,	যতোটা,	
vastuvad,	বস্তুবাদ,	বস্তুবাদ,	
pisach,	পিসাচ,	পিশাচ,	
nothibhookteer,	নথিভুক্তির,	নথিভুক্তির,	
gafeeloti,	গফিলোটি,	গাফিলতি,	
nobotom,	নবতম,	নবতম,	
bibadey,	বিবাদে,	বিবাদে,	
hatodaridra,	হতদারীদ্রা,	হতদরিদ্র,	
niketoner,	নিকেতনের,	নিকেতনের,	
ahalya,	অহল্য,	অহল্যা,	
oporeeshodhito,	অপরিষোধিত,	অপরিশোধিত,	
pachchen,	পাচ্ছেন,	পাচ্ছেন,	
asocheton,	অসচেতন,	অসচেতন,	
yuro,	যুরো,	ইউরো,	
hights,	হাইটস,	হাইটস,	
shahab,	সাহাব,	সাহাব,	
sthaponar,	স্থাপনার,	স্থাপনার,	
durgotsabe,	দুর্গটসাবে,	দুর্গোৎসবে,	
pituni,	পিউুনি,	পিটুনি,	
baibosthar,	ব্যবস্থার,	ব্যবস্থার,	
anchalti,	অঞ্চলতি,	অঞ্চলটি,	
gotibege,	গতিবেগে,	গতিবেগে,	
cholochchitreo,	চলচিত্রেও,	চলচ্চিত্রেও,	
mojlishpoor,	মজলিশপুর,	মজলিশপুর,	
mosharroph,	মোশাররফ,	মশাররফ,	
monmoth,	মনমোথ,	মন্মথ,	
drissoke,	দৃশ্যকে,	দৃশ্যকে,	
amarjito,	অমর্জিত,	অমার্জিত,	
bhagerei,	ভাগেরই,	ভাগেরই,	
asovo,	অসভও,	অসভ্য,	
aunti,	অন্তি,	আন্টি,	
baaik,	বাইক,	বাইক,	
totokhhon,	ততক্ষণ,	ততক্ষন,	
sumitrar,	সুমিত্রার,	সুমিত্রার,	
vangley,	ভাঙলে,	ভাঙলে,	
behrampurer,	বেহরামপুরের,	বহরমপুরের,	
ujbekistan,	উজবেকিস্তান,	উজবেকিস্তান,	
obeekol,	অবিকল,	অবিকল,	
horinner,	হরিনের,	হরিণের,	
shahabike,	সাহাবীকে,	সাহাবীকে,	
samudratatey,	সমুদ্রতত্তে,	সমুদ্রতটে,	
orthoneeti,	অর্থনীতি,	অর্থনীতির,	
tigers,	টাইজার্স,	টাইগার্স,	
qoyartara,	কোয়ার্টার,	কোয়ার্টার,	
dhikrito,	ধিকৃত,	ধিকৃত,	
cholocchitrotike,	চলচ্চিত্রটিকে,	চলচ্চিত্রটিকে,	
volapuk,	ভলাপুক,	ভোলাপুক,	
jatata,	যতটা,	যতোটা,	
bhittiteow,	ভিত্তিতেও,	ভিত্তিতেও,	
poderthobid,	পদার্থবিদ,	পদার্থবিদ,	
plaiin,	প্লাইন,	প্লেন,	
sofyr,	সফীর,	সোফির,	
dwip,	দ্বীপ,	দীপ,	
digree,	ডিগ্রী,	ডিগ্রি,	
daver,	ডাভার,	ডোভার,	
ganoporibohoner,	গণপরিবহনের,	গণপরিবহনের,	
aajij,	আজিজ,	আজিজ,	
veenom,	ভীনাম,	ভেনম,	
maaktoome,	মাকতুমে,	মাকতুম,	
jathaartho,	যথার্থ,	যথার্থ,	
wenus,	ভাইনাস,	ভেনাস,	
silbhee,	সিলভী,	সিলভি,	
rohosyoti,	রহস্যতি,	রহস্যটি,	
sip,	সিপ,	শিপ,	
parkasha,	পার্কস,	পার্কস,	
bike,	বিকে,	বাইক,	
taap,	তাপ,	ট্যাপ,	
fokshkon,	ফক্ষক,	ফক্সকন,	
fokser,	ফক্সের,	ফক্সের,	
janomukhi,	জনমুখী,	জনমুখী,	
parpel,	পার্পেল,	পার্পেল,	
porishongkhanbid,	পরিসংখ্যানবিদ,	পরিসংখ্যানবিদ,	
rupdan,	রূপদান,	রুপদান,	
faaser,	ফাঁসের,	ফাঁসের,	
shikshagato,	শিক্ষাগত,	শিক্ষাগত,	
marryir,	মারির,	ম্যারির,	
saccer,	সক্সের,	সকার,	
upobaaser,	উপবাসের,	উপবাসের,	
kanasharabheshhana,	কনসারভেশন,	কনসারভেশন,	
tap,	তপ,	ট্যাপ,	
samaptir,	সমাপ্তির,	সমাপ্তির,	
zzojyota,	যোজ্যতা,	যোজ্যতা,	
gratha,	গ্রাথ,	গ্রোথ,	
dokkhinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
dipti,	দীপ্তি,	ডেপুটি,	
laiseensim,	লেসেন্সিং,	লাইসেন্সিং,	
daktikite,	দাক্তিকিতে,	ডাকটিকিটে,	
janalo,	জানালো,	জানালো,	
chuti,	চুটি,	ছুটি,	
aksathei,	একসাথেই,	একসাথেই,	
asocietes,	অসযাসিসিট,	এসোসিয়েটস,	
bisheshyo,	বিশেষ্য,	বিশেষ্য,	
swastir,	স্বস্তির,	স্বস্তির,	
drishyokey,	দৃশ্যকে,	দৃশ্যকে,	
potchitra,	পতচিত্র,	পটচিত্র,	
kaloniir,	কালনীর,	কালনীর,	
teereesa,	তেরেস,	টেরেসা,	
rupantarer,	রূপান্তরের,	রুপান্তরের,	
agara,	আগারা,	আগোরা,	
dweegulotey,	দ্বিগুলোতে,	দ্বীপগুলোতে,	
vezano,	ভেজানো,	ভেজানো,	
ongshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
muhammad,	মুহাম্মাদ,	মুহম্মদ,	
itemer,	ইটেমের,	আইটেমের,	
selim,	সেলিং,	সেলিম,	
shqolastic,	স্কলাস্টিক,	স্কলাস্টিক,	
sabhanetri,	সভানেত্রী,	সভানেত্রী,	
sucharita,	সুচরিত,	সুচরিতা,	
shaahocharje,	সহচর্যে,	সাহচর্যে,	
bhushi,	ভুসি,	ভুষি,	
growth,	গ্রুথ,	গ্রোথ,	
filipiner,	ফিলিপিনের,	ফিলিপাইনের,	
qindama,	কিন্দম,	কিংডম,	
muradkey,	মুরাদকে,	মুরাদকে,	
sombhobonaow,	সম্ভবনাও,	সম্ভবনাও,	
patjata,	পাটজাত,	পাটজাত,	
mokhmoley,	মোখমলে,	মখমলে,	
brinda,	বৃর্ন,	বৃন্দা,	
bongshi,	বংশী,	বংশী,	
qarpeta,	কর্পেট,	কার্পেট,	
chhaanake,	ছানাকে,	ছানাকে,	
byaboharkareederke,	ব্যবহারকারীদেরকে,	ব্যবহারকারীদেরকে,	
shabnam,	শাবনাম,	শবনম,	
byan,	ব্যান,	ব্যাং,	
shithilata,	সিথিলত,	শিথিলতা,	
songosthatir,	সংস্থতির,	সংস্থাটির,	
treenda,	ট্রেন্ড,	ট্রেন্ড,	
riphleeksa,	রাইফেল্স,	রিফ্লেক্স,	
sampadaner,	সম্পাদনের,	সম্পাদনের,	
gaichey,	গাইছে,	গাইছে,	
moochi,	মুচি,	মুচি,	
nagorikderke,	নাগরিকদেরকে,	নাগরিকদেরকে,	
ship,	শিপ,	শিপ,	
tinhajar,	তিনহাজার,	তিনহাজার,	
shootar,	শুটার,	শ্যুটার,	
shukranu,	শুক্রাণু,	শুক্রানু,	
nodiigulo,	নদীগুলো,	নদীগুলো,	
firojer,	ফিরজের,	ফিরোজের,	
ghamta,	ঘম্টা,	ঘোমটা,	
roi,	রই,	রায়,	
heena,	হেন,	হেনা,	
miitar,	মিতার,	মিত্র,	
makhmoley,	মাখমোলে,	মখমলে,	
lendl,	লেন্ডল,	লেন্ডল,	
moshjidtike,	মশজিটিকে,	মসজিদটিকে,	
kyatagorir,	ক্যাতগরীর,	ক্যাটাগরির,	
noiteekotar,	নৈতিকটার,	নৈতিকতার,	
nodnodir,	নদ্নদীর,	নদনদীর,	
qraima,	ক্রাইম,	ক্রাইম,	
odhito,	অধিত,	অধীত,	
metrapalitan,	মেট্রোপালিটান,	মেট্রোপলিটন,	
gardena,	গার্ডেন,	গার্ডেন,	
anuchcheder,	অনুচ্ছেদের,	অনুচ্ছেদের,	
janosomaj,	জনসমাজ,	জনসমাজ,	
aatto,	আত্ম,	আত্ম,	
antarbhutto,	অন্তর্ভূত্ত,	অন্তর্ভুক্ত,	
gabhaskar,	গভাষকার,	গাভাস্কার,	
behramporer,	বেহরামপুরের,	বহরমপুরের,	
mitro,	মিত্র,	মিত্রও,	
hoj,	হজ,	হয,	
sahojlabhbhatar,	সহজলাভবতর,	সহজলভ্যতার,	
plate,	প্লেট,	প্লেটে,	
saseza,	সাসেজা,	সসেজ,	
drissogoolo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
gobhornorer,	গভর্নরের,	গভর্ণরের,	
muhu,	মুহু,	মুহু,	
engrejra,	ইংরেজরা,	ইংরেজরা,	
averej,	আভারেজ,	এভারেজ,	
melborroner,	মেলবররণের,	মেলবোর্নের,	
bodka,	বদকা,	ভদকা,	
onnoroop,	অন্যরূপ,	অন্যরূপ,	
maudelder,	মাউডেলডের,	মডেলদের,	
pravritike,	প্রভৃতিকে,	প্রভৃতিকে,	
bandhuke,	বন্ধুকে,	বন্ধুকে,	
raia,	রা়়,	রায়,	
venise,	ভেনিসে,	ভেনিসে,	
siddhanto,	সিদ্ধান্ত,	সিদ্ধান্তও,	
sikkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
seemons,	সেমনস,	সিমন্স,	
bechaa,	বেছা,	বেচা,	
heenna,	হিন্ন,	হেনা,	
adbhanced,	অ্যাডভান্স,	অ্যাডভান্সড,	
meetropolitan,	মেট্রোপলিটান,	মেট্রোপলিটন,	
segular,	সেগুলার,	সেগুলোর,	
vobanipur,	ভবানীপুর,	ভবানীপুর,	
darji,	দর্জি,	দরজি,	
bisshaso,	বিশ্বাস,	বিশ্বাসও,	
dhaanche,	ধাঁচে,	ধাঁচে,	
engreziteo,	ইংরেজিতেও,	ইংরেজিতেও,	
gazetted,	গেজেটেড,	গেজেটেড,	
choddo,	ছদ্ম,	চোদ্দো,	
aatmobishwasi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
prostutkarok,	প্রস্তুতকরক,	প্রস্তুতকারক,	
shiramikasha,	শিরামিকস,	সিরামিকস,	
hool,	হুল,	হুল,	
shoshoa,	শোসও,	শশা,	
debdebeer,	দেবদীবীর,	দেবদেবীর,	
modeler,	মোডেলের,	মডেলের,	
ceramicer,	সেরামিকের,	সিরামিকের,	
parq,	পার্ক,	পার্ক,	
elakaate,	এলাকাতে,	এলাকাতে,	
bhalobase,	ভালোবাসে,	ভালোবাসে,	
hachchilo,	হচ্ছিল,	হচ্ছিলো,	
eling,	এলিং,	ইলিং,	
netherlander,	নেথারল্যান্ডের,	নেদারল্যান্ডের,	
besinay,	বেশিনে,	বেসিনে,	
satarko,	সতার্ক,	সতর্ক,	
huka,	হুক,	হুক,	
zeebonnogor,	জীবন্গগর,	জীবননগর,	
ssahocorzo,	সহচর্য,	সাহচর্য,	
grooth,	গ্রুথ,	গ্রোথ,	
dhyana,	ধ্যান,	ধ্যান,	
shorifpur,	শরীফপুর,	শরিফপুর,	
orthonitike,	অর্থনীতিকে,	অর্থনীতিকে,	
sarollo,	সরলো,	সারল্য,	
dhwajbhanga,	ধ্বযভঙ্গ,	ধ্বজভঙ্গ,	
alpai,	আল্পই,	অল্পই,	
utsahomulok,	উৎসহমূলক,	উৎসাহমূলক,	
khodeja,	খোদেজা,	খোদেজা,	
suparichita,	সুপারিচিত,	সুপরিচিত,	
jojyata,	যোজ্যতা,	যোজ্যতা,	
jeellul,	জিল্লুল,	জিল্লুল,	
phake,	ফেক,	ফাকে,	
ashshociatesh,	অ্যাসোসিয়েট,	এসোসিয়েটস,	
prabhritir,	প্রভৃতির,	প্রভৃতির,	
hamasa,	হামা,	হোমস,	
jamanor,	জামানর,	জমানোর,	
taunasipa,	তৌনসীপ,	টাউনশিপ,	
debodebir,	দেবদেবীর,	দেবদেবীর,	
transhform,	ট্রান্সফোর্ম,	ট্রান্সফর্ম,	
sohopatheekey,	সহপাঠীকে,	সহপাঠীকে,	
carloos,	কার্লুস,	কার্লোস,	
shikhechi,	শিখেছি,	শিখেছি,	
jammu,	জাম্মু,	জম্মু,	
mathews,	ম্যাথিউস,	ম্যাথিউস,	
sukkhma,	সূক্ষ্ম,	সুক্ষ্ম,	
habu,	হাবু,	হবু,	
munshi,	মুসশী,	মুন্সী,	
armstronz,	আর্মস্ট্রন্জ,	আর্মস্ট্রং,	
sanaktokaroner,	সনাক্তকরণের,	সনাক্তকরণের,	
primo,	প্রীম,	প্রিমো,	
premo,	প্রেম,	প্রিমো,	
gajipur,	গাজীপুর,	গাজিপুর,	
jivjontu,	জীবজন্তু,	জীবজন্তু,	
kareer,	কারীর,	কারীর,	
plena,	প্লেন,	প্লেন,	
categoryer,	কটেগরির,	ক্যাটাগরির,	
danata,	দানতা,	ডোনাট,	
paite,	পাইতে,	পাইতে,	
olongkoron,	অলংকরণ,	অলঙ্করণ,	
baibosthaar,	ব্যবস্থার,	ব্যবস্থার,	
durga,	দুর্গা,	দুর্গ,	
purbanchaler,	পূর্বনচ্চলের,	পূর্বাঞ্চলের,	
ponchaashjon,	পঞ্চাশজন,	পঞ্চাশজন,	
kyathlikder,	ক্যাথলিকদের,	ক্যাথলিকদের,	
timothi,	তিমথি,	টিমোথি,	
charrjer,	চার্জের,	চার্জের,	
vugorvey,	ভূগর্ভে,	ভূগর্ভে,	
cholochchitreei,	চলচ্চিত্রেই,	চলচ্চিত্রেই,	
roktokshoroney,	রক্তক্ষরণে,	রক্তক্ষরণে,	
jeebjontu,	জীবজন্তু,	জীবজন্তু,	
aashtikotaa,	আস্তিকতা,	আস্তিকতা,	
bosben,	বসবেন,	বসবেন,	
upobaasee,	উপবাসী,	উপবাসী,	
akpashe,	একপাশে,	একপাশে,	
nirmalata,	নির্মলতা,	নির্মলতা,	
tukroti,	তুকরতি,	টুকরোটি,	
bodna,	বদ্া,	বদনা,	
arthonitite,	অর্থনীতিতে,	অর্থনীতিতে,	
dhoka,	ঢোক,	ধোঁকা,	
puding,	পুডিং,	পুডিং,	
groth,	গ্রথ,	গ্রোথ,	
bisnooke,	বিষ্ণুকে,	বিষ্ণুকে,	
anisa,	অনিশ,	আনিস,	
gara,	গাঢ়,	গোর,	
rahee,	রাহী,	রাহী,	
cade,	কেড,	কোড,	
kaanaai,	কানাই,	কানাই,	
ajeeboner,	আজীবনের,	আজীবনের,	
aalaa,	আলা,	আলা,	
canal,	কানাল,	ক্যানেল,	
varma,	ভার্ম,	ভার্মা,	
taioyana,	টাইওয়ান,	তাইওয়ান,	
muhammadi,	মুহাম্মাদি,	মুহাম্মদী,	
graambaaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
balabhadra,	বলভার্ধ,	বলভদ্র,	
eesosiyeetasa,	এসোসিয়েটস,	এসোসিয়েটস,	
jokkher,	যক্ষের,	যক্ষের,	
prokolpeo,	প্রকল্পেও,	প্রকল্পেও,	
thatcher,	থ্যাচের,	থ্যাচার,	
isan,	আইশান,	ঈশান,	
oncholgoolir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
pyatarna,	প্যাটার্ন,	প্যাটার্ন,	
goteerodh,	গতিরোধ,	গতিরোধ,	
nilkomol,	নীলকমল,	নীলকমল,	
nortoki,	নর্তকী,	নর্তকী,	
lokkhero,	লক্ষ্যেরও,	লক্ষেরও,	
kindom,	কিন্দম,	কিংডম,	
protisthar,	প্রতিষ্ঠার,	প্রতিষ্ঠার,	
ingrezeeteo,	ইংরেজিতেও,	ইংরেজিতেও,	
daoon,	ডাউন,	ডাউন,	
diaraesa,	ডায়ারেস,	ডিআরএস,	
bhashik,	ভাষিক,	ভাষিক,	
keyboard,	কেবোর্ড,	কীবোর্ড,	
marmaara,	মার্মার,	মারমারা,	
pramathesh,	প্রমথেস,	প্রমথেশ,	
sulfatee,	সুলফাতি,	সালফেট,	
gunjey,	গুঞ্জে,	গুঁজে,	
hol,	হল,	হোল,	
