ekhaate,	এখাতে,	একহাতে,	
valobasakey,	ভালবাসাকে,	ভালোবাসাকে,	
probeshkari,	প্রবেশকারী,	প্রবেশকারী,	
thraugh,	থ্রাউ,	থ্রু,	
berubar,	বেরুবার,	বেরুবার,	
beam,	বীএম,	বিম,	
groth,	গ্রথ,	গ্রোথ,	
dreeshtiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
hepataitisa,	হাইপটটিস,	হেপাটাইটিস,	
pouchute,	পৌঁছুতে,	পৌঁছুতে,	
bopoon,	বুপুন,	বপন,	
mononiitoder,	মনোনিতদের,	মনোনীতদের,	
poddhotiteyi,	পদ্ধতিতেই,	পদ্ধতিতেই,	
baireo,	ব্যারেও,	বাইরেও,	
donut,	দোনুত,	ডোনাট,	
moushumti,	মসুম্তি,	মৌসুমটি,	
antorvuktimulok,	অন্তর্ভূমুতুলক,	অন্তর্ভুক্তিমূলক,	
abheedhaaneec,	অভিধানিক,	অভিধানিক,	
graambasheeo,	গ্রাম্বসিও,	গ্রামবাসীও,	
chidropathe,	চিত্রপরেথে,	ছিদ্রপথে,	
majlish,	মজলিস,	মজলিশ,	
dakteekite,	দাক্তিকেতে,	ডাকটিকিটে,	
jalatanko,	জলতাঙ্ক,	জলাতঙ্ক,	
sudha,	সুদ,	সুধা,	
udbhaboker,	উদ্ভাবকের,	উদ্ভাবকের,	
cholechi,	চলেছি,	চলেছি,	
dharmantor,	ধর্মন্তর,	ধর্মান্তর,	
conserwation,	কনসারভেশন,	কনসারভেশন,	
karecha,	করেছ,	করেছ,	
alaa,	আলা,	আলা,	
bhiktara,	ভিক্টোর,	ভিক্টর,	
phalah,	ফলল,	ফালাহ,	
dobhaar,	দভার,	ডোভার,	
obie,	অবি,	ওবিই,	
lyaandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
prai,	প্রাই,	প্রায়,	
gazee,	গাজী,	গেজ,	
royalty,	রোয়েল্টি,	রয়্যালটি,	
mozlis,	মজলিস,	মজলিশ,	
eporjonta,	এপর্জন্ত,	এপর্যন্ত,	
vabanipur,	ভবনিপুর,	ভবানীপুর,	
utshahi,	উত্সাহী,	উৎসাহী,	
nothivookta,	নথিভুক্ত,	নথিভুক্ত,	
nirbahey,	নির্বাহে,	নির্বাহে,	
phox,	ফক্স,	ফক্স,	
rajotta,	রাজত্ব,	রাজত্ব,	
ajijoor,	আজিজুর,	আজিজুর,	
monjhostho,	মন্যস্থ,	মঞ্চস্থ,	
sachetanotamulak,	সচেচানতামূলক,	সচেতনতামূলক,	
heja,	হেজ,	হেজ,	
loha,	লোহা,	লোহা,	
diaraesa,	ডায়েরস,	ডিআরএস,	
dola,	ডলা,	দলা,	
yak,	যক,	ইয়াক,	
taoonship,	তাউন্সিপ,	টাউনশিপ,	
meghnabodh,	মেঘনাবোধ,	মেঘনাদবধ,	
niropekkhotaar,	নিরপক্ষ্ততর,	নিরপেক্ষতার,	
sucharita,	সূচারিত,	সুচরিতা,	
samaptir,	সমাপ্তির,	সমাপ্তির,	
oporishodhito,	অপরিশাধিত,	অপরিশোধিত,	
gage,	গাগে,	গেজ,	
mitroder,	মিত্রদের,	মিত্রদের,	
manushey,	মনুষে,	মানুষে,	
vdp,	এিপিপি,	ভিডিপি,	
chalochchitrake,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
shcholastic,	স্কলাসটিক,	স্কলাস্টিক,	
beca,	বেকা,	বেচা,	
oitijhye,	ঐতিহ্যে,	ঐতিহ্যে,	
joubanbatee,	যৌবন্বতি,	যৌবনবতী,	
poschimey,	পশ্চিমে,	পশ্চিমে,	
dakshinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
jatook,	যতুক,	জাতক,	
shikhbey,	শিখবে,	শিখবে,	
engineerin,	ইঞ্জিরেনির,	ইঞ্জিনিয়ারিং,	
vogiroth,	ভোগীরোথ,	ভগীরথ,	
sahojlovyotar,	সহজোজ্যতার,	সহজলভ্যতার,	
dhaleshorii,	ঢলেশরই,	ধলেশ্বরী,	
ongkita,	অংকিত,	অঙ্কিতা,	
hock,	হক,	হুক,	
shikarke,	সিকারকে,	শিকারকে,	
angsogrohone,	অংশগ্রহণে,	অংশগ্রহনের,	
shayanaida,	সায়ানেড,	সায়ানাইড,	
krantikale,	ক্রাণ্তিকালে,	ক্রান্তিকালে,	
songkoloner,	সংকোননের,	সংকলনের,	
elaakatite,	এলাকাটিতে,	এলাকাটিকে,	
charger,	চর্গের,	চার্জার,	
stanehenge,	স্ট্যানেঞ্গে,	স্টোনহেঞ্জ,	
japaanira,	জাপানীরা,	জাপানিরা,	
breil,	ব্রিইল,	ব্রেইল,	
athar,	আঠার,	আতহার,	
grontho,	গ্রন্থ,	গ্রন্থ,	
hajjarer,	হজ্ারের,	হাজারের,	
norpholk,	নরফোলক,	নরফোক,	
stane,	স্ট্যানে,	স্টোন,	
sammatite,	সম্মাটিতে,	সম্মতিতে,	
charjito,	চর্জিত,	চার্জিত,	
bhalobase,	ভালবাসে,	ভালোবাসে,	
osamanno,	ওসমান্ন,	অসামান্য,	
matriroop,	মাতৃরূপ,	মাতৃরূপ,	
haraten,	হারাতেন,	হারাতেন,	
udiichii,	উদিচি,	উদীচী,	
karpeter,	কর্পটের,	কার্পেটে,	
naubotom,	নবতম,	নবতম,	
adhunikkale,	আধুনিক্যলে,	আধুনিককালে,	
deebug,	দিবুগ,	ডিবাগ,	
phutbolarer,	ফুটবলের,	ফুটবলারের,	
aqramer,	আকরামের,	আকরামের,	
romjaner,	রমজানের,	রমযানের,	
byabaharkariyi,	ব্যবহারকারী,	ব্যবহারকারীই,	
monohorpur,	মনোরপুর,	মনোহরপুর,	
toufeek,	তৌফিক,	তৌফিক,	
sectore,	সেক্টরে,	সেক্টরে,	
asovo,	অসবও,	অসভ্য,	
bhumijo,	ভূমিজ,	ভূমিজ,	
banger,	বঙ্গের,	ব্যাঙের,	
opadan,	ওপদান,	অপাদান,	
maadla,	মাদালা,	মাদলা,	
asiatic,	অ্যাসিটিক,	এশিয়াটিক,	
sofir,	সফির,	সোফির,	
sorano,	সরাণো,	সরানো,	
lyandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
zyakasana,	জ্যাকাসন,	জ্যাকসন,	
toroonraa,	তরুণ্র,	তরুণরা,	
footbalarer,	ফুটবলেরের,	ফুটবলারের,	
israeler,	ইসরাইলের,	ইসরাঈলের,	
obosan,	অবশান,	অবসান,	
hiushtoner,	হিস্টনের,	হিউস্টনের,	
shnaipara,	স্নেপার,	স্নাইপার,	
konaa,	কোনা,	কোনা,	
sajja,	সাজ্য,	সজ্জা,	
dibeta,	দিবেতা,	ডিবেট,	
rah,	রহ,	রঃ,	
ahollar,	আহল্লার,	অহল্যার,	
bapokotor,	বাপকতোর,	ব্যাপকতর,	
maldava,	মালদোভা,	মলদোভা,	
alaol,	আলাল,	আলাওল,	
dharabahiktir,	ধারাবিখিত,	ধারাবাহিকটির,	
hyper,	হাইপের,	হাইপার,	
qeyboard,	কেবোর্ড,	কীবোর্ড,	
dadader,	দাদাদের,	দাদাদের,	
bbs,	বিএসএস,	বিবিএস,	
karleo,	করলেও,	করলেও,	
karmer,	কর্মের,	কর্মের,	
elakati,	এলাকাটি,	এলাকাটি,	
noditikey,	নদীতিকে,	নদীটিকে,	
granthatike,	গ্রন্থাটিকে,	গ্রন্থটিকে,	
choudhurir,	চৌধুরির,	চৌধুরীর,	
obhaarbhiu,	ওভার্ভু,	ওভারভিউ,	
bodka,	বোদকা,	ভদকা,	
gandogol,	গণ্ডগোল,	গন্ডগোল,	
soomi,	সোমি,	সুমি,	
roobi,	রুবি,	রুবি,	
jothon,	যথন,	যথন,	
beatleser,	বেটলেসের,	বিটলসের,	
jyakashana,	জ্যাকাশন,	জ্যাকসন,	
proteesthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
bishshaash,	বিশ্বাস,	বিশ্বাস,	
anish,	আনিশ,	আনিস,	
puddin,	পুদ্নিন,	পুডিং,	
nilkomol,	নীলকমল,	নীলকমল,	
omanisha,	অমানিস,	অমানিশা,	
tookroke,	তুকরকে,	টুকরোকে,	
santoshe,	সন্তুষে,	সন্তোষে,	
madeling,	ম্যাডেলিং,	মডেলিং,	
tusho,	টুস,	তুসো,	
saphalyar,	সফলল্যার,	সাফল্যের,	
canal,	ক্যানল,	ক্যানেল,	
shtona,	স্টন,	স্টোন,	
nodiiti,	নদীতি,	নদীটি,	
adhyatmikatar,	অধ্যমিতক্তার,	আধ্যাত্মিকতার,	
qulim,	কুলিম,	কুলিং,	
jatata,	যতট,	যতোটা,	
deeputi,	দিপুতি,	ডেপুটি,	
cheere,	চেরে,	চিরে,	
utsaahe,	উৎসাহে,	উৎসাহে,	
istoniya,	ইস্টনিিয়া,	এস্তোনিয়া,	
nesanasa,	নেশনস,	নেশনস,	
uparzoner,	উপার্জনের,	উপার্জনের,	
natnikey,	নাত্নিকে,	নাতনীকে,	
duburir,	দুবুরির,	ডুবুরির,	
makang,	মকযাং,	মেকং,	
jaater,	যাতের,	জাতের,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
basiney,	বসিনে,	বেসিনে,	
soundarjyo,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
hoomes,	হোমস,	হোমস,	
mehonnotee,	মেহন্যটি,	মেহনতি,	
jeebonnogor,	জীবনযগর,	জীবননগর,	
jaistha,	জৈস্ঠ,	জ্যৈষ্ঠ,	
archimedes,	আর্কিমেডস,	আর্কিমিডিস,	
akkharkey,	অক্ষারকে,	অক্ষরকে,	
fevarite,	ফেভারিটে,	ফেভারিট,	
reesideencee,	রেসিডেন্সি,	রেসিডেন্স,	
venkatesh,	ভেনকেটেস,	ভেঙ্কটেশ,	
fiksim,	ফিক্সিং,	ফিক্সিং,	
hepara,	হাইপার,	হাইপার,	
astikra,	অস্তিকরা,	আস্তিকতা,	
bhangchoor,	ভাঙচুর,	ভাংচুর,	
bissashe,	বিশ্বাসে,	বিশ্বাসে,	
bite,	বিটে,	বাইট,	
ganoporibahoner,	গণপরিবহনের,	গণপরিবহনের,	
billaho,	বিল্লাহ,	বিল্লাহ,	
ruble,	রুবেল,	রুবল,	
daalu,	ডালু,	ডালু,	
harysher,	হাযারেসের,	হ্যারিসের,	
manonitader,	মনোবিতাদের,	মনোনীতদের,	
somoshti,	সমস্তি,	সমষ্টি,	
jor,	জোর,	জ্বর,	
tookror,	তুকরর,	টুকরোর,	
hyundai,	হুনদাই,	হুন্দাই,	
gudamjaato,	গুদামভত,	গুদামজাত,	
ikbaler,	ইকবালের,	ইকবালের,	
shithilata,	সিথিলতা,	শিথিলতা,	
sampadankaree,	সম্পাদনকারী,	সম্পাদনকারী,	
jyestha,	জ্যাষ্ঠ,	জ্যেষ্ঠা,	
vange,	ভঙ্গে,	ভাঙ্গে,	
amarika,	আমরিকা,	আমেরিকা,	
tokee,	তকে,	তকি,	
advanced,	অ্যাডভাঞ্কেস,	অ্যাডভান্সড,	
juktorastrey,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
plata,	প্লট,	প্লেটো,	
teksaser,	টেকসসের,	টেক্সাসের,	
gonesh,	গণেশ,	গণেশ,	
chirakumari,	চিরকমুরাই,	চিরকুমারী,	
hajeerhat,	হাজিরহাট,	হাজিরহাট,	
chhatogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
cholo,	চল,	চলো,	
sahazlabhbhatar,	সহজাভভাতার,	সহজলভ্যতার,	
hedje,	হেজ,	হেজ,	
byabostha,	ব্যবসস্থা,	ব্যাবস্থা,	
pathanatak,	পাঠানতাক,	পথনাটক,	
shorif,	শরীফ,	শরিফ,	
rupdan,	রূপদান,	রুপদান,	
kindom,	কিন্তম,	কিংডম,	
graambaashee,	গ্রামবাসী,	গ্রামবাসী,	
tthela,	থেল,	ঠেলা,	
miraclee,	মিরাকেল,	মিরাকেল,	
paripaker,	পরিপকের,	পরিপাকের,	
gatrey,	গাত্রে,	গাত্রে,	
pratijogider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
nagorikderkey,	নাগরিকদেরকে,	নাগরিকদেরকে,	
jamkalo,	জামকাল,	জমকালো,	
jalarong,	জ্লারাং,	জলরঙ,	
ashonka,	আসংকা,	আশঙ্কা,	
seebiai,	সেবিই,	সিবিআই,	
hariner,	হরিনের,	হরিণের,	
nironjon,	নিরঞ্জন,	নিরঞ্জন,	
oitihye,	ঐতিহ্যে,	ঐতিহ্যে,	
soleel,	সলীল,	সলিল,	
ekoghore,	একগোরে,	একঘরে,	
marathi,	মারাঠি,	মরাঠি,	
ekaatto,	একাত্য,	একাত্ব,	
hafez,	হাফেজ,	হাফেয,	
chon,	চন,	ছোঁ,	
poripakey,	পরিপকে,	পরিপাকে,	
bocchoner,	বছ্চনের,	বচ্চনের,	
nishchitrupe,	নিশ্চিতরূপে,	নিশ্চিতরূপে,	
stonahenza,	স্তনেহ্ঞেজ,	স্টোনহেঞ্জ,	
muktilabh,	মুক্তিলভ,	মুক্তিলাভ,	
marmaraa,	মার্মারা,	মারমারা,	
bbiswasho,	বিশ্বাস,	বিশ্বাসও,	
sobrokomer,	সব্রকমের,	সবরকমের,	
gujab,	গুজব,	গুজব,	
mayili,	মেলি,	মাইলি,	
avishangson,	অভিসংসন,	অভিশংসন,	
sibraz,	শিব্রাজ,	শিবরাজ,	
panera,	পানেরা,	পনের,	
shpreadshhiit,	স্প্রীডসিট,	স্প্রেডশীট,	
machhder,	ম্যাচদের,	মাছদের,	
jyakasana,	জ্যাকাসন,	জ্যাকসন,	
kodorer,	কোদরের,	কদরের,	
poroborti,	পরবর্তী,	পরর্বতী,	
paaree,	পারি,	পাড়ে,	
rutina,	রুটিন,	রুটিন,	
elaakaao,	এলাকাও,	এলাকাও,	
olngkoron,	অলঙকরণ,	অলঙ্করণ,	
seater,	সীটের,	সিটের,	
bildara,	বিলদার,	বিল্ডার,	
holdeeng,	হোডেং,	হোল্ডিং,	
skalastika,	স্কলস্টিক,	স্কলাস্টিক,	
qaro,	কারো,	কারো,	
mahajote,	মহাজতে,	মহাজোট,	
puroheetke,	পুরোহিতকে,	পুরোহিতকে,	
laishenshe,	লাইসেনসে,	লাইসেন্স,	
gaichey,	গাছে,	গাইছে,	
uponeesoder,	উপনিশদের,	উপনিষদের,	
taki,	টকি,	তকি,	
vortuki,	ভোরতুকি,	ভর্তুকি,	
marry,	মেরি,	ম্যারি,	
oitihya,	ঐতিহ্য,	ঐতিহ্য,	
itostato,	ইতেস্তাত,	ইতস্তত,	
sosej,	সসেজ,	সসেজ,	
prakalpoguli,	প্রকালপুগোলি,	প্রকল্পগুলি,	
sarano,	সরণ,	সরানো,	
bishwaashshke,	বিশ্বাসককে,	বিশ্বাসকে,	
sofy,	সফফি,	সোফি,	
dwipgulo,	দ্বীপগুলো,	দ্বীপগুলো,	
naniir,	নানীর,	নানীর,	
basturoi,	বস্তুরই,	বস্তুরই,	
ganjona,	গা্জনা,	গঞ্জনা,	
sabrakamer,	সব্রকমের,	সবরকমের,	
nariderke,	নারীদেরকে,	নারীদেরকে,	
suparharo,	সুপারহার,	সুপারহিরো,	
jerusalem,	জেরোসাল,	জেরুসালেম,	
apocheshta,	অপচেষ্টা,	অপচেষ্টা,	
ezenda,	এজেন্ড,	এজেন্ডা,	
anchalti,	আঞ্চলটি,	অঞ্চলটি,	
abheedhaneek,	অভিধানিক,	অভিধানিক,	
murader,	মুরাদের,	মুরাদের,	
sanatani,	শ্যাটানি,	সনাতনী,	
uposthitir,	উপস্থিতির,	উপস্থিতির,	
onodhikaar,	অনধিকার,	অনধিকার,	
sadeena,	সেডেন,	সাডেন,	
padarthabidder,	পদার্থবিদ্যের,	পদার্থবিদদের,	
janmaat,	জানমাত,	জন্মাত,	
protijogiider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
udbhabane,	উদ্ভাবনে,	উদ্ভাবনে,	
eshiyatika,	এসিয়েটিক,	এশিয়াটিক,	
artilleri,	আর্টিলিরাই,	আর্টিলারি,	
deeares,	ডেইেস,	ডিআরএস,	
inamila,	ইনামিল,	এনামেল,	
giitikobita,	গীতিবিকিত,	গীতিকবিতা,	
prokalpeo,	প্রকালপেও,	প্রকল্পেও,	
jerujaleme,	জেরুজামে,	জেরুসালেমে,	
catholic,	চ্যাটলিক,	ক্যাথলিক,	
perther,	পার্থের,	পার্থের,	
jemske,	জেমকে,	জেমসকে,	
pratimar,	প্রতিমার,	প্রতিমার,	
kormokandeo,	কর্মকান্ডে,	কর্মকাণ্ডেও,	
mukharji,	মুখার্জি,	মুখার্জী,	
vittiow,	ভিটিও,	ভিত্তিও,	
teereesa,	তেরেস,	টেরেসা,	
ashirbad,	আশীর্বাদ,	আশির্বাদ,	
spreeadsheet,	স্প্রিসসিট,	স্প্রেডশীট,	
prostut,	প্রস্তুত,	প্রস্ত্তত,	
nyata,	ম্যাট,	ম্যাট,	
stationer,	স্টেশনের,	ষ্টেশনের,	
mitre,	মিত্রে,	মিত্র,	
caramics,	ক্যারামিক্স,	সিরামিকস,	
cheerontan,	চিরণ্তন,	চিরন্তন,	
ranangoney,	রণাঙ্গনে,	রণাঙ্গনে,	
jockei,	জকে,	জকি,	
koilas,	কৈলাস,	কৈলাস,	
seconde,	সেকন্ডে,	সেকেন্ডে,	
pothnirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
parsher,	পার্সের,	পার্শ্বের,	
fiksing,	ফিক্সিং,	ফিক্সিং,	
choudhooreeo,	চৌধুরেই,	চৌধুরীও,	
pratisthanikvabey,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
avetara,	আভাতর,	অবতার,	
motabolombiira,	মতাাম্বমীরা,	মতাবলম্বীরা,	
karloosa,	কার্লস,	কার্লোস,	
madhabi,	মাধবী,	মাধবী,	
prozononkal,	প্রজননকাল,	প্রজননকাল,	
jeansh,	জিন্স,	জিন্স,	
hert,	হর্ত,	হার্ট,	
danober,	দানবের,	দানবের,	
plack,	প্লক,	প্ল্যাক,	
romancha,	রোমাঞ্চ,	রোমাঞ্চ,	
greep,	গ্রিপ,	গ্রিপ,	
kadom,	কাদম,	কদম,	
kleentoner,	ক্লিন্টনের,	ক্লিনটনের,	
lutharen,	লুঠারেন,	লুথেরান,	
ekoirokom,	একইরকম,	একইরকম,	
bihar,	বিহার,	বিহার,	
udbhaboney,	উদ্ভাবনে,	উদ্ভাবনে,	
sahakari,	সহকারী,	সহকারী,	
aembed,	আমববেড,	এম্বেড,	
teenage,	তিনাগে,	টিনেজ,	
byaboharkareederke,	ব্যবহারীদেরকে,	ব্যবহারকারীদেরকে,	
bondhukey,	বন্ধুকে,	বন্ধুকে,	
sahazlabhbhotar,	সহজাভভাতার,	সহজলভ্যতার,	
trayte,	ট্রাইট,	ট্রেতে,	
kata,	কতট,	কোটা,	
abotar,	অবতার,	অবতার,	
enjineerinj,	এন্জিনিরিঞ্জ,	ইঞ্জিনিয়ারিং,	
gronthei,	গ্রন্থেই,	গ্রন্থেই,	
mataram,	মোটরম,	মাতারাম,	
jonmat,	জন্মাত,	জন্মাত,	
sikhra,	শিখরা,	শিখরা,	
uposhthit,	উপস্থিত,	উপস্থিত,	
trupa,	ট্রুপা,	ট্রুপ,	
rajbondir,	রাজবন্দির,	রাজবন্দীর,	
nirbaha,	নির্বাহ,	নির্বাহ,	
sainyasoho,	সৈন্যসহ,	সৈন্যসহ,	
calabe,	চালাবে,	চালাবে,	
ragei,	রাগেই,	রাগেই,	
maszid,	মাশবিদ,	মসজিদ,	
parkasha,	পরককা,	পার্কস,	
township,	তাউন্সিপ,	টাউনশিপ,	
nirdesika,	নির্দেশিকা,	নির্দেশিকা,	
venkotesh,	ভেনকোটেস,	ভেঙ্কটেশ,	
udvabon,	উদ্ভববন,	উদ্ভাবন,	
shaamiijiir,	স্বামীজীর,	স্বামীজীর,	
bondiike,	বন্দিকে,	বন্দীকে,	
promosioney,	প্রমোশনে,	প্রোমোশনে,	
potchitrer,	পথ্চিত্রের,	পটচিত্রের,	
fokskon,	ফক্ষকণ,	ফক্সকন,	
mandando,	মানদন্ড,	মানদণ্ড,	
mufti,	মুফতি,	মুফতি,	
beda,	বেদা,	বেদ,	
saajano,	সাজানো,	সাজানো,	
laiseens,	লাইসেন্স,	লাইসেন্স,	
shhikar,	সিকার,	শিকার,	
yaq,	যক,	ইয়াক,	
banijyikbhittik,	বানিজ্যাভিত্তিক,	বাণিজ্যিকভিত্তিতে,	
bolkarok,	বল্ারক,	বলকারক,	
neelabh,	নিলভ,	নীলাভ,	
alangkoron,	অলঙ্করণ,	অলঙ্করণ,	
ghumachhe,	ঘুমাচে,	ঘুমাচ্ছে,	
poner,	পোনের,	পনের,	
mousumti,	মসুম্তি,	মৌসুমটি,	
bhangley,	ভাঙলে,	ভাঙলে,	
karka,	কর্কা,	কার্ক,	
kode,	কোদে,	কোড,	
bosontey,	বসন্তে,	বসন্তে,	
tribhuj,	ত্রিভুজ,	ত্রিভূজ,	
serverti,	সার্ভারটি,	সার্ভারটি,	
male,	মেল,	মালে,	
haldim,	হালদিং,	হোল্ডিং,	
uthaney,	উঠানে,	উঠানে,	
karlo,	করলো,	কার্লো,	
soholovyotar,	সহলোভ্যতার,	সহজলভ্যতার,	
sonatani,	শোনাটানি,	সনাতনী,	
shoori,	শুরি,	সুরি,	
byaboharkareeke,	ব্যবহারকারিকে,	ব্যবহারকারীকে,	
addhattik,	আধ্যাত্বিক,	আধ্যাত্মিক,	
okkhor,	অক্ষর,	অক্ষর,	
phala,	ফলা,	পোলো,	
meyiler,	মেলের,	মেইলের,	
gabhaaskaar,	গভবাসকার,	গাভাস্কার,	
prashikkhane,	প্রশিক্ষণে,	প্রশিক্ষণে,	
mookhomaundol,	মুখমন্দল,	মুখমণ্ডল,	
sahokari,	সহকারী,	সহকারী,	
romnar,	রম্যার,	রমনার,	
qaferder,	কফেরদের,	কাফেরদের,	
khele,	খেলে,	খেলে,	
noter,	নোটের,	নোটের,	
sahapathike,	সহপাঠিকে,	সহপাঠীকে,	
siddhantoke,	সিদ্ধান্তকে,	সিদ্ধান্তকে,	
alympic,	অলিম্পিক,	অলিম্পিক,	
ceema,	টেম,	সীমা,	
diana,	ডায়ন,	ডায়না,	
madhobi,	মধধবী,	মাধবীর,	
asamanno,	অসমন্ন,	অসামান্য,	
masti,	মস্তি,	মাস্তি,	
shringey,	শ্রেঙে,	শৃঙ্গে,	
graameroi,	গ্রামেরওই,	গ্রামেরই,	
alpokichudin,	অল্পকিকিছুনিন,	অল্পকিছুদিন,	
jillool,	জিল্লুল,	জিল্লুল,	
gosthyti,	গোষ্ঠীটি,	গোষ্ঠীটি,	
baait,	বাইট,	বাইট,	
shasonkarta,	শাসনকর্ত,	শাসনকর্তা,	
romantika,	রোমান্তিক,	রোমান্টিক,	
eastar,	ইস্টার,	ইস্টার,	
tonga,	টঙ্গা,	টোঙ্গা,	
choudhurike,	চৌধুরিকে,	চৌধুরীকে,	
drishyogulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
korecho,	করেছো,	করেছ,	
bajite,	বাজিতে,	বাজিতে,	
proteestha,	প্রতিষ্ঠ,	প্রতিষ্টা,	
ieub,	আইব,	আইইউবি,	
udvabaker,	উদ্ভববকের,	উদ্ভাবকের,	
daada,	ডাদা,	দাদা,	
foxkon,	ফক্সন,	ফক্সকন,	
darzi,	দর্জি,	দরজি,	
chalachchitrei,	চলচিত্ত্রেই,	চলচ্চিত্রেই,	
veenicee,	ভেনিসে,	ভেনিস,	
bachhaikrito,	বাচাযিকৃত,	বাছাইকৃত,	
akai,	আকাই,	একাই,	
balokarok,	বালরাকর,	বলকারক,	
ganoparibahaner,	গণপরিবহনের,	গণপরিবহনের,	
embeda,	এম্বেডা,	এম্বেড,	
chotogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
sahokaree,	সহকারী,	সহকারী,	
iceberg,	ইকেবের্গ,	আইসবার্গ,	
tarokareer,	তারকারীর,	তরকারীর,	
commander,	কমান্ডার,	কমাণ্ডার,	
jess,	জেস,	জেস,	
vogno,	ভগ্ন,	ভগ্ন,	
archimedeser,	আর্কিমেডসের,	আর্কিমিডিসের,	
eporzonto,	এপর্জন্ত,	এপর্যন্ত,	
juddhahoto,	যুদ্ধহত,	যুদ্ধাহত,	
deqe,	ডেকে,	ডেকে,	
oichchhik,	ঐচ্ছিক,	ঐচ্ছিক,	
orrgho,	অর্ঘ,	অর্ঘ্য,	
tokey,	তোকে,	ত্বকেই,	
lyaata,	ল্যাট,	ল্যাটা,	
durotamo,	দূরতম,	দূরতম,	
abheedhaanik,	অভিধানিক,	অভিধানিক,	
bafar,	বাফার,	বাফার,	
sithilota,	সিথিলতা,	শিথিলতা,	
allah,	আল্লাহ,	আল্লাহ্,	
naazee,	নাজি,	নাত্সি,	
aabarto,	আবর্ত,	আবর্ত,	
poojito,	পুজিত,	পুজিত,	
ghumachhilo,	ঘুমাছিল,	ঘুমাচ্ছিল,	
udbhabani,	উদ্ভবানী,	উদ্ভাবনী,	
tourist,	টারিস্ট,	টুরিস্ট,	
saurce,	সার্ক্স,	সোর্স,	
polashir,	পোলাশীর,	পলাশীর,	
tinhazar,	তিনহাজার,	তিনহাজার,	
durotaumo,	দূরতমূ,	দূরতম,	
desiseyer,	ডিসিসের,	ডিজিজের,	
yuqeliptas,	ইউকেলপিট্যাস,	ইউক্যালিপ্টাস,	
mukhomandoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
joqy,	জোকি,	জকি,	
adorsho,	আদর্শ,	আর্দশ,	
monjooshree,	মন্জুস্রী,	মঞ্জুশ্রী,	
barbadoj,	বার্বাডোজ,	বার্বাডোজ,	
aansaarir,	আনসারির,	আনসারীর,	
ovizojon,	অভিযোজন,	অভিযোজন,	
ganakantha,	গণকণ্ঠ,	গণকণ্ঠ,	
ganachiner,	গণাচীনের,	গণচীনের,	
sorajur,	সরাজুর,	সরযূর,	
siddhantoi,	সিদ্ধানটিই,	সিদ্ধান্তই,	
chaaktir,	চাকটির,	চাকতির,	
tyuner,	টুননের,	টিউনার,	
economeeks,	ইকোনমিক্স,	ইকোনমিকস,	
gaadha,	গাধা,	গাধা,	
metroopalitana,	মেট্রোপালিটন,	মেট্রোপলিটন,	
gelo,	গেলো,	গেলো,	
chalochchitreei,	চলচিত্রেই,	চলচ্চিত্রেই,	
poschime,	পশ্চিমে,	পশ্চিমে,	
neptuner,	নেপ্টুনের,	নেপচুনের,	
akar,	আকার,	একার,	
daacktickete,	ডাক্কিটিকে,	ডাকটিকিটে,	
parjataker,	পর্যটকের,	পর্যটকের,	
nyeta,	ম্যাট,	ম্যাট,	
jes,	জেস,	জেস,	
aajij,	আজিজ,	আজিজ,	
nirmankaz,	নির্মাণকজ,	নির্মাণকাজ,	
bunot,	বুনত,	বুনট,	
adorso,	আদর্শ,	আর্দশ,	
huqar,	হুকার,	হুকার,	
hosain,	হোসেইন,	হোসেইন,	
hydra,	হিড্র,	হাইড্রা,	
hotelti,	হোটলটি,	হোটেলটি,	
female,	ফেমলে,	ফিমেল,	
sotorko,	সতরক,	সতর্ক,	
cholocchitroi,	চলচিচ্ত্রই,	চলচ্চিত্রই,	
asommati,	অসমমতি,	অসম্মতি,	
dhan,	ধান,	ধ্যান,	
utkhaat,	উৎখাত,	উত্খাত,	
phaksa,	ফক্সা,	ফক্স,	
jetei,	জেতেই,	যেতেই,	
parry,	প্যারি,	পেরি,	
jonogononar,	জনগণনার,	জনগণনার,	
adhyatmik,	আধ্যামটিক,	আধ্যাত্মিক,	
alankorana,	অলংকরণা,	অলঙ্করণ,	
sadbi,	সদ্বি,	সাধ্বী,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
