ahalya,	অহল্য,	অহল্যা,	
clintoner,	ক্লিনটের,	ক্লিনটনের,	
deebatee,	দিবতী,	ডিবেট,	
sabhanetri,	সভভনেত্রী,	সভানেত্রী,	
prokalpagulo,	প্রকাপগুলো,	প্রকল্পগুলো,	
timothi,	তিমথি,	টিমোথি,	
hoj,	হোজ,	হয,	
boudhher,	বৌধের,	বৌদ্ধের,	
dholeshwari,	ঢলেশ্বরী,	ধলেশ্বরী,	
deraa,	দেরা,	ডেরা,	
nirapekkhotaar,	নিরপেক্ষতার,	নিরপেক্ষতার,	
bytes,	বিটেস,	বাইটস,	
thelaa,	ঠেলা,	ঠেলা,	
dijeejer,	ডিজিজের,	ডিজিজের,	
probhuder,	প্রভূদের,	প্রভুদের,	
tokee,	তোকি,	তকি,	
ohalyar,	অহল্যার,	অহল্যার,	
wenom,	ভেনম,	ভেনম,	
cholche,	চলছে,	চলছে,	
palbangsher,	পাবলংশের,	পালবংশের,	
graambaasir,	গ্রামবাসীর,	গ্রামবাসীর,	
saahocorrzo,	সাহকর্য,	সাহচর্য,	
phoster,	ফোস্টের,	ফস্টার,	
mandanda,	মান্ডন্ডা,	মানদণ্ড,	
prokar,	প্রকার,	প্রকার,	
aastikota,	আস্তিকতা,	আস্তিকতা,	
dokaanei,	দোকানেই,	দোকানেই,	
asavya,	অসা্য,	অসভ্য,	
valapuk,	ভালাপুক,	ভোলাপুক,	
timesh,	টাইমস,	টাইমস্,	
mohajote,	মহাজতে,	মহাজোট,	
plate,	প্লেট,	প্লেট,	
lyaandeeng,	ল্যান্ডেং,	ল্যান্ডিং,	
sangosthagulo,	সংস্থগুলো,	সংস্থাগুলো,	
modeltigulo,	মোডেলগুলি,	মডেলগুলো,	
asamorthito,	অসমর্থিত,	অসমর্থিত,	
michir,	মিশির,	মিচির,	
prakalpagulo,	প্রকাপগুলো,	প্রকল্পগুলো,	
neutrina,	নিউট্রিন,	নিউট্রিনো,	
heightsh,	হেইটস,	হাইটস,	
byanger,	ব্যঙঙ্গের,	ব্যাঙের,	
dajyo,	দাজ্য,	দাহ্য,	
parikhar,	পরীক্ষার,	পরিখার,	
jotharthovabey,	যথারথাবে,	যথার্থভাবে,	
rilayeensa,	রিলেন্স,	রিলায়েন্স,	
daakteekit,	দাক্তিকিত,	ডাকটিকিট,	
purple,	পার্পলে,	পার্পেল,	
marmader,	মারমাদের,	মারমাদের,	
kkomandar,	কমান্ডার,	কমাণ্ডার,	
vagini,	ভাগিনী,	ভগিনী,	
janosonjog,	জনসঙ্গ,	জনসংযোগ,	
phalah,	ফলল,	ফালাহ,	
probhur,	প্রভূর,	প্রভুর,	
sahoocorzoe,	সহুর্চে,	সাহচর্যে,	
gafilati,	গফিলতি,	গাফিলতি,	
hook,	হোক,	হুক,	
matthews,	মথেস,	ম্যাথিউস,	
silbhee,	সিলভী,	সিলভি,	
bishnoo,	বিষ্ণু,	বিষ্ণু,	
partho,	পার্থ,	পার্থ,	
welaqama,	ওয়ালকম,	ওয়েলকাম,	
taorat,	তাওত,	তওরাত,	
abodamoner,	অবদানের,	অবদমনের,	
chintaikari,	চিন্তাকারী,	ছিনতাইকারী,	
prakalpoo,	প্রকালপু,	প্রকল্পও,	
showti,	শৌতি,	শোটি,	
directarate,	ডিরেক্টরাতে,	ডিরেক্টরেট,	
wenis,	ওয়েনিস,	ভেনিস,	
bonduk,	বন্দুক,	বন্দুক,	
peengna,	পিঙ্ন,	পিংনা,	
boikollyo,	বৈকল্য,	বৈকল্য,	
niropekshtar,	নিরপেক্ষার,	নিরপেক্ষতার,	
sudha,	সুধ,	সুধা,	
baharampoorer,	বাহারমুরের,	বহরমপুরের,	
sidiul,	সিডিউল,	শিডিউল,	
hertj,	হার্টজ,	হার্জ,	
vromoner,	ভ্রমণের,	ভ্রমণের,	
gaddafi,	গাদ্দাী,	গাদ্দাফী,	
stoonahenja,	স্টুনাহেঞ্জ,	স্টোনহেঞ্জ,	
swapad,	স্বপদ,	শ্বাপদ,	
onurbor,	অনুর্ভর,	অনুর্বর,	
alauler,	অলাউলের,	আলাওলের,	
duckten,	ডাক্তেন,	ডাকতেন,	
paddhatiteo,	পদ্ধতিতে,	পদ্ধতিতেই,	
attobishwasi,	অত্তবিবাসী,	আত্মবিশ্বাসী,	
nothibhukteer,	নথিভুক্তির,	নথিভুক্তির,	
chetonagato,	ছটনাগত,	চেতনাগত,	
saccar,	সাক্চার,	সকার,	
venishh,	ভেনিশ,	ভেনিস,	
beshirbhaagi,	বেশীরভাগই,	বেশিরভাগই,	
shailee,	শালি,	শৈলী,	
bondhuderkey,	বন্ধুদেরকে,	বন্ধুদেরকে,	
deaubande,	দিউব্যেন্ডে,	দেওবন্দে,	
aiees,	আইএস,	আইএএস,	
alonkaran,	অলঙ্করণ,	অলঙ্করণ,	
karleo,	করলেও,	করলেও,	
saatzoner,	সাতজনের,	সাতজনের,	
chetna,	ছেতনা,	চেতনা,	
krita,	কৃত,	ক্রীট,	
jeebnagore,	জীবনগরে,	জীবননগর,	
amor,	আমর,	আমর,	
raktaksharaney,	রক্তক্ষণের,	রক্তক্ষরণে,	
hepetitis,	হেপেটিটিস,	হেপাটাইটিস,	
vatar,	ভাটার,	ভাতার,	
parijan,	পরিজন,	পরিজন,	
kalenga,	কলেঙ্গ,	কালেঙ্গা,	
atyacharita,	অত্যচািত,	অত্যাচারিত,	
kanflikt,	কান্ক্লিক্ট,	কনফ্লিক্ট,	
graambasheeo,	গ্রামবাসী,	গ্রামবাসীও,	
sakar,	সাকার,	সকার,	
samsher,	সমশের,	সমশের,	
de,	ডে,	ডে,	
bhotara,	ভোটার,	ভোটার,	
prachurjer,	প্রচরর্যের,	প্রাচুর্যের,	
mukhobandha,	মুখবন্ধ,	মুখবন্ধ,	
anchaleo,	আঞ্চলেও,	অঞ্চলেও,	
snipper,	স্নিপার,	স্নাইপার,	
rinattok,	ঋণাত্মক,	ঋনাত্মক,	
jaubanbati,	যৌবনবাতী,	যৌবনবতী,	
bosben,	বসবেন,	বসবেন,	
avetar,	অভাতার,	অবতার,	
bhenisha,	ভেনিস,	ভেনিস,	
zinsa,	জিন্সা,	জিন্স,	
nodike,	নদীকে,	নদীকে,	
choshon,	চোষণ,	চোষণ,	
muchir,	মুচির,	মুচির,	
chhaanee,	ছানী,	ছানি,	
teemur,	তিমুর,	তিমুর,	
bhaisaho,	বৈষাহ,	ভাইসহ,	
sukhma,	সুখম,	সুক্ষ্ম,	
salapheta,	সালফেট,	সালফেট,	
harbar,	হরবার,	হারবার,	
abheedhaneec,	অভিধানিক,	অভিধানিক,	
paira,	পাইরা,	পাইরা,	
yankii,	ইঙ্কি,	ইয়াংকি,	
letara,	লাইটার,	লেটার,	
sommotite,	সম্মটিতে,	সম্মতিতে,	
lagic,	লাগিক,	লজিক,	
debholapar,	ডেভলাপার,	ডেভলপার,	
obeekol,	অবিকল,	অবিকল,	
rajtontrey,	রাজতন্ত্রে,	রাজতন্ত্রে,	
enjineerinj,	ইঞ্জিনির্জিং,	ইঞ্জিনিয়ারিং,	
gabeshana,	গবেষণা,	গবেষনা,	
ganachin,	গণচীন,	গণচীন,	
rahie,	রাহি,	রাহি,	
khali,	খালি,	খালি,	
dharavassyokar,	ধারাভাষ্যকার,	ধারাভাষ্যকার,	
deenesh,	ডিনেশ,	দীনেশ,	
elakatir,	এলাকাটির,	এলাকাটির,	
sakar,	সাকার,	সাকার,	
shource,	সার্স,	সোর্স,	
hugheke,	হুঘকে,	হিউজকে,	
metere,	মেটারে,	মিটারে,	
shpreadshhiit,	স্প্রেসেডিস,	স্প্রেডশীট,	
informeshon,	ইনফর্মেশন,	ইনফরমেশন,	
evereste,	ইভারেস্টে,	এভারেস্টে,	
kulim,	কুলিং,	কুলিং,	
joubonbotee,	যৌবন্তী,	যৌবনবতী,	
soores,	সুরেষ,	সুরেশ,	
samosto,	সমস্ত,	সমস্ত,	
asommati,	অসম্তি,	অসম্মতি,	
nobotomo,	নবোতম,	নবতম,	
songbadmadhyomgulote,	সংবাদমোগ্যাতলে,	সংবাদমাধ্যমগুলোতে,	
chess,	চেষ,	চেস,	
shoili,	শৈলী,	শৈলী,	
deputii,	দেপুটি,	ডেপুটি,	
sayatana,	সয়টন,	শয়তান,	
tunaita,	তুনাইত,	টুনাইট,	
artherer,	অর্থারের,	আর্থারের,	
dhanyi,	ধানই,	ধন্যি,	
nadnodeer,	নাদ্যদির,	নদনদীর,	
bishasey,	বিশাসে,	বিশ্বাসে,	
chalachchitreo,	চলচিত্রে,	চলচ্চিত্রেও,	
hepatitish,	হেপাতিটিস,	হেপাটাইটিস,	
upobashii,	উপবাসী,	উপবাসী,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসই,	
wedanta,	উদন্ত,	বেদান্ত,	
krantikale,	ক্রানটিকালে,	ক্রান্তিকালে,	
goonoman,	গণমান,	গুণমান,	
graambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
shucre,	সাক্রি,	সাকার,	
nischay,	নিশ্চে,	নিশ্চয়,	
choudhooreeke,	চৌধুরিকে,	চৌধুরীকে,	
nodnodir,	নদ্মদির,	নদনদীর,	
averej,	অভযাভের,	এভারেজ,	
shringo,	শ্রীঙ্গ,	শৃঙ্গ,	
horidare,	হরিদারে,	হরিদ্বারে,	
inafarameshana,	ইনফারেশন,	ইনফরমেশন,	
talal,	তালাল,	তালাল,	
ajijoor,	অজির,	আজিজুর,	
deeyenes,	ডেইনেস,	ডিএনএস,	
ivaner,	ইভাের,	ইভানের,	
haran,	হরণ,	হারান,	
futbolarder,	ফুটবলরদের,	ফুটবলারদের,	
jibjantu,	জীবন্তু,	জীবজন্তু,	
dharavahiktite,	ধারাাহিক্তিতে,	ধারাবাহিকটিতে,	
bolkarok,	বলকারক,	বলকারক,	
napper,	নাপের,	ন্যাপের,	
sahojlovyotar,	সহজলভালতার,	সহজলভ্যতার,	
shkarta,	স্কার্ট,	স্কার্ট,	
veemsen,	ভীমসেন,	ভীমসেন,	
archimedes,	আর্সিমেশেস,	আর্কিমিডিস,	
formet,	ফরমেট,	ফরম্যাট,	
chaanoo,	চানু,	চানু,	
lokshero,	লক্ষেরও,	লক্ষেরও,	
horeedware,	হরিদরবে,	হরিদ্বারে,	
byatikrami,	ব্যতিক্রমী,	ব্যতিক্রমী,	
ganoporibahaner,	গণপরিাহণের,	গণপরিবহনের,	
karadonde,	কারাদণ্ডে,	কারাদণ্ডে,	
golakrity,	গোলককৃটি,	গোলাকৃতি,	
ansarir,	আনসারির,	আনসারীর,	
khorsed,	খোর্সেদ,	খোরশেদ,	
angshogragon,	অংশগ্রহণ,	অংশগ্রহন,	
panthar,	পাঁথার,	পন্থার,	
jeebnagar,	জীবনগর,	জীবননগর,	
kloj,	ক্লোজ,	ক্লজ,	
mautke,	মাউকে,	মতকে,	
bibhonno,	বিভন্য,	বিভন্ন,	
skarrt,	স্কার্ট,	স্কার্ট,	
jacq,	জ্যাক,	জ্যাক,	
vittio,	ভিত্তিও,	ভিত্তিও,	
poriskoron,	পরিস্করণ,	পরিষ্করণ,	
aksathei,	একসাথেই,	একসাথেই,	
gacher,	গাছের,	গাছের,	
sthapanagulor,	স্থাপাগুলোর,	স্থাপনাগুলোর,	
harbour,	হরব্বর,	হারবার,	
bunot,	বুনত,	বুনট,	
orthat,	অর্থট,	অর্থাৎ,	
samanwitovabe,	সমান্ভীতভাবে,	সমন্বিতভাবে,	
nilfamarir,	নীলফামীর,	নীলফামারীর,	
nitikotha,	নিতিকথা,	নীতিকথা,	
artharer,	অর্থারের,	আর্থারের,	
asthishondhi,	অস্থিসমধী,	অস্থিসন্ধি,	
rupdaan,	রূপদান,	রুপদান,	
iraaner,	ইরানের,	ইরানের,	
ceramics,	সেমমিক্স,	সিরামিকস,	
swasti,	স্বস্তি,	স্বস্তি,	
mekbeth,	মেকবেথ,	ম্যাকবেথ,	
homasha,	হোমাস,	হোমস,	
orthanitite,	অর্থনীতিতে,	অর্থনীতিতে,	
unsareer,	উনসারীর,	আনসারীর,	
khuni,	খুঁি,	খুনি,	
sotteo,	সত্বেও,	সত্ত্বেও,	
uul,	উউল,	উল,	
doltagi,	দলত্যাগী,	দলত্যাগী,	
volapuq,	ভলাপুক,	ভোলাপুক,	
saya,	সয়ো,	সোয়া,	
highcommissioney,	হাইকমিমনেশে,	হাইকমিশনে,	
sbatantrota,	স্বতন্ত্রত,	স্বতন্ত্রতা,	
samajik,	সামজিক,	সামাজিক,	
bharkendra,	ভারেন্দ্রা,	ভরকেন্দ্র,	
odhuna,	অধুনা,	অধুনা,	
dhojobhongo,	ধজভঙ্গ,	ধ্বজভঙ্গ,	
ashanka,	অশঙ্ক,	আশঙ্কা,	
croak,	ক্র্যাক,	ক্রোক,	
rilayensa,	রিলেয়েন্স,	রিলায়েন্স,	
bholapuqa,	ভোলাপুক,	ভোলাপুক,	
vasturyi,	বস্তুরি,	বস্তুরই,	
chalachchitrotike,	চলচিত্রিতিকে,	চলচ্চিত্রটিকে,	
uthhe,	উঠে,	উঠে,	
tookror,	তুকরর,	টুকরোর,	
bhyatikaaner,	ভ্যাটিকানের,	ভ্যাটিকানের,	
bhortuki,	ভর্তুকী,	ভর্তুকি,	
dienes,	ডাইনেস,	ডিএনএস,	
delibhara,	দেলিভার,	ডেলিভার,	
odhito,	অধিত,	অধীত,	
post,	পোস্ট,	পোষ্ট,	
day,	দাঈ,	ডে,	
samannoi,	সমান্যই,	সামান্যই,	
dharabhashyokar,	ধারাভাষ্যাকার,	ধারাভাষ্যকার,	
prachin,	প্রাচীন,	প্রাচীন,	
kaando,	কান্ড,	কাণ্ড,	
sikkhakder,	শিক্ষাকদের,	শিক্ষকদের,	
toroonderke,	তরুন্দেরকে,	তরুণদেরকে,	
prostut,	প্রস্তুত,	প্রস্ত্তত,	
halloin,	হলইন,	হ্যালোইন,	
ajijer,	অজিজের,	আজিজের,	
saabyastha,	সাব্যস্থ,	সাব্যস্থ,	
ishtara,	ইস্টার,	ইস্টার,	
daltagi,	দলত্যাগী,	দলত্যাগী,	
koushalgato,	কৌশল্গত,	কৌশলগত,	
dabarer,	দাবরের,	দাবারের,	
byaboharkari,	ব্যবহারককারী,	ব্যবহারকারীই,	
trans,	ট্রান্স,	ট্রান্স,	
mangolic,	মঙ্গলিক,	মাঙ্গলিক,	
developer,	ডেভেলপার,	ডেভলপার,	
moolgoto,	মুলগত,	মূলগত,	
beeswasee,	বিশ্বাসী,	বিশ্বাসে,	
inashtyanta,	ইনস্ট্যান্ট,	ইনস্ট্যান্ট,	
baipass,	বাইপস,	বাইপাস,	
manobmoner,	মানবমের,	মানবমনের,	
siddhantoke,	সিদ্বান্তকে,	সিদ্ধান্তকে,	
licensedharii,	লিইনেসনাধারী,	লাইসেন্সধারী,	
upcharzo,	উপচার্য,	উপাচার্য,	
tecno,	টেকনো,	টেকনো,	
ustad,	ইষ্তাদ,	উস্তাদ,	
vabaponno,	ভাপাপন্ন,	ভাবাপন্ন,	
paksenaara,	পাকসেনার,	পাকসেনারা,	
uthe,	উঠে,	উঠে,	
nutunotto,	নতুনত্ব,	নতুনত্ব,	
gronthoo,	গ্রন্থও,	গ্রন্থও,	
juktorastrosoho,	যুক্তরাস্থ্য,	যুক্তরাষ্ট্রসহ,	
jakkho,	যক্ষ্ম,	যক্ষ,	
bordhitangsho,	বর্ধিতংসহ,	বর্ধিতাংশ,	
esoosiyetasa,	এসোসিয়েশ,	এসোসিয়েটস,	
panchashjan,	পঞ্চাশন,	পঞ্চাশজন,	
patochitrer,	পটচিত্রের,	পটচিত্রের,	
punch,	পাঞ্চ,	পুঞ্চ,	
jhalkathi,	ঝালকাঠি,	ঝালকাঠী,	
gajipur,	গাজীপুর,	গাজিপুর,	
melborroner,	মেলবররের,	মেলবোর্নের,	
sonali,	সোনালি,	সোনালী,	
sorting,	শর্টিং,	সর্টিং,	
oshamanno,	অসমান্ন,	অসামান্য,	
istan,	ইস্তান,	স্টোন,	
cholochchitraeeo,	চলচিত্রে,	চলচ্চিত্রেও,	
hoilo,	হইল,	হইল,	
abarte,	আবর্তে,	আবর্তে,	
sikare,	শিকারে,	শিকারে,	
abosaney,	অবসানে,	অবসানে,	
haridwar,	হরিদ্বার,	হরিদ্বার,	
chitronatyokar,	চিত্রনাত্যকার,	চিত্রনাট্যকার,	
ponchaashjon,	পঞ্চাশন,	পঞ্চাশজন,	
ramantik,	রামান্তিক,	রোমান্টিক,	
jaadrel,	জাদ্রেল,	জাঁদরেল,	
korush,	ক্রুস,	ক্রুশ,	
sourse,	সৌর্সে,	সোর্স,	
mootar,	মোটার,	মুতার,	
suhasini,	সুহসিনী,	সুহাসিনী,	
chaudhurio,	চৌধুরিও,	চৌধুরীও,	
meghachchanno,	মেঘাচান্য,	মেঘাচ্ছন্ন,	
sosej,	সসেজ,	সসেজ,	
shkolashtic,	স্কলাক্সিিক,	স্কলাস্টিক,	
shivraj,	শিব্রজ,	শিবরাজ,	
emergenci,	এমেরসেন্সি,	এমার্জেন্সি,	
transformaarer,	ট্রান্সফারমের,	ট্রান্সফরমারের,	
gabeshona,	গবেষণা,	গবেষনা,	
nartan,	নর্তন,	নর্টন,	
chhootochhooti,	ছোটুচুটি,	ছুটোছুটি,	
kiutie,	কিউটি,	কিউটি,	
shikkhagata,	শিক্ষাতা,	শিক্ষাগত,	
taaler,	তালের,	তালের,	
chutir,	চুটির,	ছুটির,	
jetei,	জেতেই,	যেতেই,	
angsogrohone,	অংশগ্রহণে,	অংশগ্রহনের,	
merjito,	মের্জিত,	মার্জিত,	
longhaner,	লঙ্ঘনের,	লংঘনের,	
muphti,	মুফটি,	মুফতি,	
fall,	ফল,	ফল,	
seekkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
gorib,	গরীব,	গরিব,	
obosore,	অবসরে,	অবসরে,	
jorer,	জোরের,	জ্বরের,	
shudhui,	সুধুই,	শুধুই,	
bbosonte,	বিসন্তে,	বসন্তে,	
gheshe,	ঘেষে,	ঘেঁষে,	
kale,	কললে,	কালে,	
routine,	রাউটিন,	রুটিন,	
palkee,	পালকি,	পাল্কি,	
advanced,	অ্যাডভেন্সেড,	অ্যাডভান্সড,	
santose,	সন্তশে,	সন্তোষে,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
kalki,	কল্কি,	কালকি,	
steitt,	স্টেইট,	স্টেইট,	
aatok,	আটক,	আটক,	
baieq,	বেয়েক,	বাইক,	
vangley,	ভাঙলে,	ভাঙলে,	
toufik,	তৌফিক,	তৌফিক,	
marketin,	মার্কেটিং,	মার্কেটিং,	
log,	লোগ,	লগ,	
mache,	মাছে,	মাছে,	
ayantarqatiqa,	অ্যান্টর্টেটিক,	অ্যান্টার্কটিকা,	
madaspushto,	মাদস্পস্ট,	মদদপুষ্ট,	
telakucha,	তেলাকুচ,	তেলাকুচা,	
magical,	ম্যাজিকাল,	ম্যাজিকাল,	
poshchater,	পোশচাটের,	পশ্চাতের,	
utshahi,	উৎসাহী,	উৎসাহী,	
qaferderke,	কাফেরদে,	কাফেরদেরকে,	
phixing,	ফিইক্সিং,	ফিক্সিং,	
billah,	বিল্লাহ,	বিল্লাহ,	
praapokke,	প্রাপককে,	প্রাপককে,	
vabanir,	ভবনীর,	ভবানীর,	
gambasi,	গাম্বাসী,	গ্রামবাসী,	
byapokotor,	ব্যাপকতার,	ব্যাপকতর,	
ganohatyake,	গণহাত্যকে,	গণহত্যাকে,	
bafal,	বাফল,	বিফল,	
deputi,	দেপুটি,	ডেপুটি,	
cholocchitrigulor,	চলচিচ্রগুলোর,	চলচ্চিত্রগুলোর,	
visnu,	ভিষ্ণু,	বিষ্ণু,	
vimsen,	ভীমসেন,	ভীমসেন,	
foreex,	ফরেক্স,	ফরেক্স,	
mukharji,	মুখার্জি,	মুখার্জী,	
bhogno,	ভগ্ন,	ভগ্ন,	
phox,	ফোক্স,	ফক্স,	
vugorvey,	ভূগরভে,	ভূগর্ভে,	
anchalgulote,	আঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
sarbhaare,	সার্ভারে,	সার্ভারে,	
nondolal,	নন্দলাল,	নন্দলাল,	
biseshyer,	বিশেষের,	বিশেষ্যের,	
teknokret,	টেকনকক্রেট,	টেকনোক্র্যাট,	
agovir,	আগভীর,	অগভীর,	
sarbhaarer,	সারবারের,	সার্ভারের,	
emiratas,	এমেরাটস,	এমিরেটাস,	
kanshater,	কাঁসােটের,	কানসাটের,	
koordider,	কুর্দিদের,	কুর্দিদের,	
dhhabi,	ঢবি,	ঢাবি,	
spredasita,	স্প্রেসদিট,	স্প্রেডশীট,	
ameriqa,	অমেরিকা,	আমেরিকা,	
noitikata,	নৈতিকতা,	নৈতিকতা,	
orunima,	অরুণীমা,	অরুণিমা,	
roomantic,	রোমান্টিক,	রোমান্টিক,	
saamaanya,	সামান্য,	সামান্য,	
niutrinoo,	নিউট্রিণও,	নিউট্রিনো,	
chhattrorai,	ছাত্ররাই,	ছাত্ররাই,	
brekthrough,	ব্রেক্ষুঘ,	ব্রেকথ্রু,	
ancient,	অ্যান্সিন্ট,	এনসিয়েন্ট,	
udbhabaney,	উদ্ভববে,	উদ্ভাবনে,	
cetholic,	ক্যাথলিক,	ক্যাথলিক,	
hiper,	হিইপার,	হাইপার,	
tuner,	টাউনের,	টিউনার,	
durgandher,	দুর্গন্ধের,	দুর্গন্ধের,	
iunita,	ইউনিট,	ইউনিট,	
breakthrough,	ব্রেক্ষরঘ,	ব্রেকথ্রু,	
shukraanoo,	শুক্রাণু,	শুক্রানু,	
venus,	ভেনুস,	ভেনাস,	
sonmukh,	সন্মুখ,	সন্মুখ,	
veenicee,	ভেনিসে,	ভেনিস,	
bisnuke,	বিষ্ণুকে,	বিষ্ণুকে,	
jonoshongjog,	জনসঙ্গজ,	জনসংযোগ,	
aboshore,	অবসরে,	অবসরে,	
paite,	পাইটে,	পাইতে,	
ganaparibahan,	গণাপরিবহণ,	গণপরিবহন,	
ukeliptash,	উকেলিপ্তাস,	ইউক্যালিপ্টাস,	
bhiqtara,	ভিক্টার,	ভিক্টর,	
onnyorup,	অন্যপূর,	অন্যরূপ,	
dimbacriti,	ডিম্বাক্রিটি,	ডিম্বাকৃতি,	
laaiseensh,	লাইসেন্স,	লাইসেন্স,	
jonite,	যোনিতে,	যোনীতে,	
beshirvagei,	বেশীরভাগেই,	বেশিরভাগেই,	
elakate,	ইলাকাতে,	এলাকাতে,	
protyokkhovabey,	প্রত্যক্ষভাবে,	প্রত্যক্ষভাবে,	
kuota,	কোট,	কোটা,	
tolemi,	তোলে,	টলেমির,	
nariderke,	নারীদেরকে,	নারীদেরকে,	
atyachari,	অত্যাচারী,	অত্যাচারী,	
vivek,	ভিভেক,	বিবেক,	
tobey,	তবে,	টবে,	
meghnadbadh,	মেঘনাধবাদ,	মেঘনাদবধ,	
bibecchyo,	বিবেচ্ছ,	বিবেচ্য,	
fulkapi,	ফুলকাপি,	ফুলকপি,	
remacri,	রেমাক্রি,	রেমাক্রী,	
bharadwaja,	ভারাব্যাজা,	ভরদ্বাজ,	
aanish,	আনিষ,	আনিস,	
baipasa,	বাইপাস,	বাইপাস,	
sulke,	সালকে,	শুল্কে,	
mosjidtikey,	মস্জিদকিতে,	মসজিদটিকে,	
gazetted,	গেজেট্টেড,	গেজেটেড,	
bonovumite,	বনভূমিতে,	বনভূমিতে,	
superhera,	সুপারেরা,	সুপারহিরো,	
babul,	বাবুল,	বাবুল,	
parbotto,	পার্বত্ত,	পার্বত্য,	
sanghorsheek,	সাংঘর্ষিক,	সাংঘর্ষিক,	
songasthatir,	সংস্থাটির,	সংস্থাটির,	
moushumeo,	মৌমেও,	মৌসুমেও,	
qonflict,	কংফলি্ট,	কনফ্লিক্ট,	
templet,	টেম্পলেট,	টেম্পলেট,	
pyaleshtainer,	প্যালেস্টাইনের,	প্যালেস্টাইনের,	
muhurtati,	মূহর্তটি,	মুহুর্তটি,	
kumari,	কুমরি,	কুমারী,	
satarkota,	সাতকরত,	সতর্কতা,	
udbodhone,	উদ্বধনে,	উদ্বোধনে,	
ancieent,	অনযাক্সিয়েন্ট,	এনসিয়েন্ট,	
hepatitis,	হেপাতিটিস,	হেপাটাইটিস,	
mojlishpur,	মজলিসপুর,	মজলিশপুর,	
lesens,	লেসেন্স,	লাইসেন্স,	
male,	মলে,	মালে,	
sobrakamer,	সব্রাকামের,	সবরকমের,	
blagarara,	ব্লাগার,	ব্লগাররা,	
moofti,	মুফতি,	মুফতি,	
motke,	মতকে,	মতকে,	
nagorik,	নাগরিক,	নাগরিক,	
sossa,	শস্য,	শশা,	
ajimke,	আজিমকে,	আজিমকে,	
bhenasa,	ভেনাস,	ভেনাস,	
mukhobandho,	মুখবন্ধ,	মুখবন্ধ,	
elakai,	এলাকেই,	এলাকাই,	
cholochchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
osomorthito,	অসমর্থিত,	অসমর্থিত,	
eukalyptush,	ইউক্লিপটাস,	ইউক্যালিপ্টাস,	
dormitoree,	দরমীটি,	ডরমিটরি,	
torkaryr,	তর্কারীর,	তরকারীর,	
varson,	ভার্সন,	ভারশন,	
mugdaal,	মুগদল,	মুগডাল,	
sarder,	সারদের,	সরদার,	
madola,	মাদলা,	মাদলা,	
damdor,	দামদর,	দামদর,	
amittrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
ganohotyake,	গণহত্যাকে,	গণহত্যাকে,	
probeshan,	প্রবেশন,	প্রবেশন,	
mumtazer,	মুততাজের,	মুমতাজের,	
korimke,	করিমকে,	করিমকে,	
nirvachoker,	নির্বাচকের,	নির্বাচকের,	
treta,	ত্রেট,	ত্রেতা,	
venise,	ভেনিসে,	ভেনিসে,	
prasadhaner,	প্রশাধনের,	প্রসাধনের,	
bheemsen,	ভীমসেন,	ভীমসেন,	
kaferderke,	কাফেরদে,	কাফেরদেরকে,	
mohit,	মহিত,	মুহিত,	
holdeeng,	হলদেন্ড,	হোল্ডিং,	
sooraarop,	সুরারপ,	সুরারোপ,	
antorvuktimulok,	অন্তর্ভূমিক্তলিক,	অন্তর্ভুক্তিমূলক,	
tateo,	ততেও,	তাতেও,	
armstrong,	আর্টট্রস,	আর্মস্ট্রং,	
kriita,	ক্রীত,	ক্রীট,	
madraji,	মাদরাজী,	মাদ্রাজি,	
kormoyi,	কর্মই,	কর্মই,	
taoonship,	তাউনশীপ,	টাউনশিপ,	
nottee,	নতটি,	নোটটি,	
jhankar,	ঝাঁকার,	ঝঙ্কার,	
modeeling,	মোডালিং,	মডেলিং,	
byapoktor,	ব্যাপক্তর,	ব্যাপকতর,	
heemi,	হিমি,	হিমি,	
protijogider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
kraanti,	ক্রানটি,	ক্রান্তি,	
mahibur,	মাহিবুর,	মহিবুর,	
addabaaz,	আদ্যাবাজ,	আড্ডাবাজ,	
songkoloney,	সঙ্কলনে,	সংকলনে,	
panero,	পানেরো,	পনের,	
vobanipur,	ভবানীপুর,	ভবানীপুর,	
chotogolpe,	চটগগল্পে,	ছোটগল্পে,	
charukala,	চরুকালা,	চারুকলা,	
infarmatian,	ইনফার্েশন,	ইনফরমেশন,	
daackticketer,	ডাক্কিটিকেটের,	ডাকটিকিটের,	
madrasake,	মাদরাসাকে,	মাদ্রাসাকে,	
pathachari,	পাঠাচারী,	পথচারী,	
odhit,	অধিত,	অধীত,	
bhaisoho,	ভাইসহ,	ভাইসহ,	
bisshasyi,	বিশ্বাসী,	বিশ্বাসই,	
oboshorer,	অবসরের,	অবসরের,	
hotelteete,	হটেলটিতে,	হোটেলটিতে,	
fix,	ফিক্স,	ফিক্স,	
ssosha,	শশা,	শশা,	
sarsa,	সার্স,	সোর্স,	
